ticket_id,account_id,ticket_date,priority,resolution_hours,satisfaction_score
1755,11124,2025-11-03,Normal,33.9,3.5
1756,11124,2025-07-07,Low,65.3,2.6
1757,11128,2026-06-16,Low,77.7,4.5
1758,11128,2026-06-03,Normal,26.3,4.1
1759,11128,2026-02-12,Normal,101.1,3.1
1760,11128,2026-03-23,Urgent,4.5,3.9
1761,11128,2026-07-12,Normal,39.1,3.7
1762,11129,2026-05-27,Low,69.0,3.2
1763,11129,2026-03-19,Low,50.9,3.6
1764,11131,2026-04-09,Normal,33.6,3.9
1765,11131,2025-12-01,Low,86.5,2.8
1766,11132,2026-02-08,Normal,21.9,3.2
1767,11134,2026-04-15,Low,71.0,2.9
1768,11134,2026-04-04,High,16.4,3.6
1769,11136,2026-02-21,High,10.6,4.1
1770,11136,2025-06-02,Normal,43.9,4.0
1771,11142,2026-07-02,High,21.4,4.1
1772,11142,2026-05-21,Normal,36.9,3.7
1773,11142,2025-10-17,Urgent,3.8,3.2
1774,11142,2026-03-15,Normal,22.8,3.7
1775,11144,2026-05-27,Low,57.7,2.5
1776,11145,2026-05-27,High,28.3,4.9
1777,11146,2025-10-30,Normal,60.9,3.4
1778,11146,2025-10-30,High,16.1,4.4
1779,11147,2026-06-20,Low,104.7,2.9
1780,11147,2026-06-21,Normal,42.1,2.4
1781,11148,2026-08-02,High,15.8,3.7
1782,11149,2026-07-23,Normal,28.9,3.3
1783,11150,2026-07-12,Normal,32.2,3.9
1784,11151,2026-07-03,High,19.9,3.6
1785,11153,2026-04-06,Normal,34.5,3.6
1786,11153,2025-10-29,Normal,66.2,3.9
1787,11153,2026-03-04,Normal,14.9,3.4
1788,11154,2026-08-12,Low,80.4,3.7
1789,11155,2025-09-17,High,18.6,4.2
1790,11155,2026-06-15,Normal,44.9,3.9
1791,11155,2026-05-13,Normal,11.4,4.7
1792,11155,2025-12-20,Urgent,6.4,4.2
1793,11157,2026-04-27,Normal,76.9,3.0
1794,11157,2025-04-23,Normal,58.9,3.3
1795,11157,2025-09-29,Low,52.3,4.6
1796,11158,2026-06-23,Urgent,8.9,4.7
1797,11160,2026-08-19,Low,62.5,4.4
1798,11161,2025-12-18,Normal,39.4,3.6
1799,11161,2026-06-17,High,9.8,4.1
1800,11162,2026-08-10,Normal,26.2,4.2
1801,11162,2026-04-12,Low,68.8,3.9
1802,11162,2026-02-27,Normal,39.7,3.5
1803,11163,2026-08-24,Low,37.8,3.3
1804,11164,2026-04-05,High,13.8,4.1
1805,11165,2026-02-13,High,21.0,4.2
1806,11165,2026-06-26,Normal,41.8,3.6
1807,11167,2025-07-24,Urgent,7.0,3.7
1808,11167,2025-04-03,Normal,39.2,4.0
1809,11168,2025-12-22,High,15.9,3.5
1810,11171,2026-01-20,Urgent,4.4,4.0
1811,11171,2026-05-14,High,12.4,3.6
1812,11173,2025-11-04,High,19.7,4.7
1813,11173,2026-06-03,Normal,44.3,3.7
1814,11173,2026-05-17,Normal,59.7,3.6
1815,11173,2026-03-08,Normal,30.7,2.8
1816,11174,2025-07-17,Low,96.8,3.8
1817,11174,2025-10-09,Normal,21.5,4.3
1818,11174,2025-12-02,High,12.4,4.2
1819,11176,2026-06-22,Normal,50.3,2.4
1820,11176,2025-12-29,Urgent,9.7,4.2
1821,11176,2026-02-04,Urgent,3.4,4.8
1822,11177,2025-07-23,Normal,22.1,4.8
1823,11178,2025-04-28,Normal,53.1,3.7
1824,11179,2026-03-26,Normal,48.2,3.8
1825,11179,2026-03-16,Normal,19.1,4.7
1826,11179,2026-02-01,Normal,53.1,2.8
1827,11180,2025-12-19,Normal,50.7,2.7
1828,11180,2025-03-23,Normal,24.5,4.5
1829,11181,2026-03-27,High,10.8,3.6
1830,11181,2026-01-04,Low,116.7,3.3
1831,11183,2026-03-06,Normal,35.7,3.4
1832,11183,2026-05-04,High,17.3,5.0
1833,11183,2026-07-05,Normal,58.6,3.7
1834,11183,2026-03-17,High,14.3,3.7
1835,11184,2025-11-19,Normal,30.3,3.8
1836,11184,2026-03-31,Urgent,5.4,4.1
1837,11184,2026-03-03,Normal,33.0,3.8
1838,11185,2025-12-21,High,38.8,3.7
1839,11186,2026-07-15,High,25.4,3.9
1840,11186,2025-12-03,Normal,14.3,4.2
1841,11186,2025-09-19,High,15.5,3.6
1842,11186,2026-03-27,Low,46.3,3.5
1843,11187,2026-02-17,Urgent,6.6,3.6
1844,11187,2025-06-11,Normal,25.7,4.9
1845,11187,2026-05-07,Normal,36.4,3.6
1846,11188,2026-02-23,Normal,21.9,4.0
1847,11188,2026-07-21,High,18.6,3.7
1848,11188,2026-06-11,Normal,27.6,3.2
1849,11189,2026-05-12,High,17.5,3.6
1850,11189,2026-03-20,Normal,50.1,3.1
1851,11189,2026-07-22,Normal,42.0,3.7
1852,11190,2025-03-23,Urgent,9.4,3.6
1853,11190,2025-11-01,Low,82.9,2.6
1854,11190,2025-10-07,Normal,75.9,3.7
1855,11190,2025-08-25,High,13.8,4.3
1856,11190,2025-05-19,Normal,46.5,4.3
1857,11190,2025-08-11,Normal,32.4,3.4
1858,11191,2026-08-20,Urgent,6.7,3.5
1859,11191,2025-12-21,Normal,32.7,3.4
1860,11191,2025-12-30,High,11.1,3.8
1861,11191,2025-10-24,Normal,37.8,3.5
1862,11192,2025-07-05,Low,125.4,3.8
1863,11192,2026-07-01,Normal,41.8,3.5
1864,11193,2025-11-23,Normal,47.0,3.2
1865,11193,2025-08-21,Normal,16.3,4.2
1866,11194,2026-03-24,Low,60.8,4.4
1867,11195,2025-12-16,Normal,20.8,3.8
1868,11195,2026-07-21,Normal,38.2,3.0
1869,11195,2026-04-13,Low,71.6,3.1
1870,11195,2026-07-02,High,26.1,5.0
1871,11195,2026-07-10,High,8.2,4.4
1872,11196,2026-05-01,High,19.1,3.4
1873,11200,2026-05-21,Normal,35.5,4.2
1874,11200,2026-04-28,High,13.4,3.8
