origin,dest,quarter,origin_city,dest_city,origin_tier,dest_tier,distance_miles,departures,seats,passengers,load_factor,avg_fare,revenue,op_cost,casm_cents
ATL,FAR,3,Atlanta,Fargo,hub,spoke,1123.3,70,10500,9389,0.894,164.95,1548715.55,695235.35,5.89
FAR,ATL,3,Fargo,Atlanta,spoke,hub,1123.3,91,17199,16683,0.97,132.89,2217003.87,1416576.77,7.33
ATL,FAR,4,Atlanta,Fargo,hub,spoke,1123.3,71,10650,8427,0.791,167.23,1409247.21,816708.74,6.83
FAR,ATL,4,Fargo,Atlanta,spoke,hub,1123.3,105,19845,12169,0.613,138.93,1690639.17,1615181.05,7.25
ATL,BIL,1,Atlanta,Billings,hub,spoke,1523.0,86,6536,5905,0.904,179.25,1058471.25,791832.56,7.95
BIL,ATL,1,Billings,Atlanta,spoke,hub,1523.0,77,11550,8252,0.715,152.73,1260327.96,1119004.03,6.36
ATL,BIL,2,Atlanta,Billings,hub,spoke,1523.0,84,13440,10190,0.758,179.4,1828086.0,1407200.23,6.87
BIL,ATL,2,Billings,Atlanta,spoke,hub,1523.0,74,13986,10426,0.745,223.83,2333651.58,1525420.17,7.16
ATL,BIL,3,Atlanta,Billings,hub,spoke,1523.0,75,11250,10842,0.964,196.17,2126875.14,1166327.59,6.81
BIL,ATL,3,Billings,Atlanta,spoke,hub,1523.0,88,16632,14043,0.844,159.79,2243930.97,1598764.94,6.31
ATL,BIL,4,Atlanta,Billings,hub,spoke,1523.0,81,12960,10150,0.783,185.15,1879272.5,1105536.34,5.6
BIL,ATL,4,Billings,Atlanta,spoke,hub,1523.0,71,11360,8464,0.745,166.46,1408917.44,1023333.85,5.91
SEA,LAX,1,Seattle-Tacoma,Los Angeles,hub,spoke,955.2,86,13760,11220,0.815,120.5,1352010.0,991631.56,7.54
LAX,SEA,1,Los Angeles,Seattle-Tacoma,spoke,hub,955.2,88,16632,13967,0.84,143.43,2003286.81,1300609.72,8.19
SEA,LAX,2,Seattle-Tacoma,Los Angeles,hub,spoke,955.2,91,13650,10372,0.76,119.84,1242980.48,943919.02,7.24
LAX,SEA,2,Los Angeles,Seattle-Tacoma,spoke,hub,955.2,85,13600,10379,0.763,144.06,1495198.74,1048041.19,8.07
SEA,LAX,3,Seattle-Tacoma,Los Angeles,hub,spoke,955.2,78,5928,4690,0.791,180.11,844715.9,467298.97,8.25
LAX,SEA,3,Los Angeles,Seattle-Tacoma,spoke,hub,955.2,79,11850,11163,0.942,161.11,1798470.93,894127.46,7.9
SEA,LAX,4,Seattle-Tacoma,Los Angeles,hub,spoke,955.2,98,18522,12503,0.675,113.99,1425216.97,1346485.5,7.61
LAX,SEA,4,Los Angeles,Seattle-Tacoma,spoke,hub,955.2,78,14742,10799,0.733,124.87,1348471.13,1125964.74,8.0
SEA,JFK,1,Seattle-Tacoma,New York JFK,hub,spoke,2415.1,84,12600,10389,0.825,197.58,2052658.62,1773396.31,5.83
JFK,SEA,1,New York JFK,Seattle-Tacoma,spoke,hub,2415.1,95,15200,9632,0.634,310.98,2995359.36,2032035.3,5.54
SEA,JFK,2,Seattle-Tacoma,New York JFK,hub,spoke,2415.1,88,14080,13106,0.931,389.2,5100855.2,1793886.29,5.28
JFK,SEA,2,New York JFK,Seattle-Tacoma,spoke,hub,2415.1,81,6156,5275,0.857,393.81,2077347.75,985197.73,6.63
SEA,JFK,3,Seattle-Tacoma,New York JFK,hub,spoke,2415.1,82,12300,10802,0.878,333.39,3601278.78,1620034.53,5.45
JFK,SEA,3,New York JFK,Seattle-Tacoma,spoke,hub,2415.1,64,12096,11733,0.97,303.81,3564602.73,1603894.58,5.49
SEA,JFK,4,Seattle-Tacoma,New York JFK,hub,spoke,2415.1,102,16320,12140,0.744,300.99,3654018.6,2117511.56,5.37
JFK,SEA,4,New York JFK,Seattle-Tacoma,spoke,hub,2415.1,82,12300,11839,0.963,227.1,2688636.9,1600942.53,5.39
SEA,MIA,1,Seattle-Tacoma,Miami,hub,spoke,2721.5,89,16821,14823,0.881,319.15,4730760.45,2379670.88,5.2
MIA,SEA,1,Miami,Seattle-Tacoma,spoke,hub,2721.5,75,12000,11640,0.97,322.66,3755762.4,1505053.4,4.61
SEA,MIA,2,Seattle-Tacoma,Miami,hub,spoke,2721.5,92,17388,12140,0.698,293.21,3559569.4,2415400.1,5.1
MIA,SEA,2,Miami,Seattle-Tacoma,spoke,hub,2721.5,98,18522,14557,0.786,286.64,4172618.48,2461771.06,4.88
SEA,MIA,3,Seattle-Tacoma,Miami,hub,spoke,2721.5,58,10962,9225,0.842,252.04,2325069.0,1344687.01,4.51
MIA,SEA,3,Miami,Seattle-Tacoma,spoke,hub,2721.5,102,16320,13680,0.838,308.89,4225615.2,2362243.29,5.32
SEA,MIA,4,Seattle-Tacoma,Miami,hub,spoke,2721.5,99,15840,10165,0.642,385.41,3917692.65,1978106.93,4.59
MIA,SEA,4,Miami,Seattle-Tacoma,spoke,hub,2721.5,84,13440,8354,0.622,268.51,2243132.54,2284664.99,6.25
SEA,PHX,1,Seattle-Tacoma,Phoenix,hub,spoke,1107.6,75,14175,12042,0.85,163.19,1965133.98,1101016.7,7.01
PHX,SEA,1,Phoenix,Seattle-Tacoma,spoke,hub,1107.6,92,17388,15681,0.902,155.0,2430555.0,1367785.91,7.1
SEA,PHX,2,Seattle-Tacoma,Phoenix,hub,spoke,1107.6,85,13600,10383,0.764,194.67,2021258.61,1111232.8,7.38
PHX,SEA,2,Phoenix,Seattle-Tacoma,spoke,hub,1107.6,79,12640,8086,0.64,158.71,1283329.06,938917.67,6.71
SEA,PHX,3,Seattle-Tacoma,Phoenix,hub,spoke,1107.6,74,11100,9259,0.834,145.11,1343573.49,902651.28,7.34
PHX,SEA,3,Phoenix,Seattle-Tacoma,spoke,hub,1107.6,102,16320,14247,0.873,150.42,2143033.74,1266798.86,7.01
SEA,PHX,4,Seattle-Tacoma,Phoenix,hub,spoke,1107.6,74,11840,9654,0.815,149.14,1439797.56,930550.6,7.1
PHX,SEA,4,Phoenix,Seattle-Tacoma,spoke,hub,1107.6,75,14175,13224,0.933,137.57,1819225.68,1043879.91,6.65
SEA,IAH,1,Seattle-Tacoma,Houston,hub,spoke,1872.8,85,6460,4646,0.719,166.83,775092.18,1142218.97,9.44
IAH,SEA,1,Houston,Seattle-Tacoma,spoke,hub,1872.8,91,6916,4598,0.665,196.31,902633.38,883955.25,6.82
SEA,IAH,2,Seattle-Tacoma,Houston,hub,spoke,1872.8,91,13650,9833,0.72,261.23,2568674.59,1602643.92,6.27
IAH,SEA,2,Houston,Seattle-Tacoma,spoke,hub,1872.8,75,12000,9245,0.77,228.34,2111003.3,1561854.42,6.95
SEA,IAH,3,Seattle-Tacoma,Houston,hub,spoke,1872.8,72,10800,9894,0.916,192.3,1902616.2,1265384.91,6.26
IAH,SEA,3,Houston,Seattle-Tacoma,spoke,hub,1872.8,77,11550,10784,0.934,264.5,2852368.0,1398604.82,6.47
SEA,IAH,4,Seattle-Tacoma,Houston,hub,spoke,1872.8,84,6384,4751,0.744,249.21,1183996.71,982285.03,8.22
IAH,SEA,4,Houston,Seattle-Tacoma,spoke,hub,1872.8,92,6992,5641,0.807,209.6,1182353.6,900354.63,6.88
SEA,BOS,1,Seattle-Tacoma,Boston,hub,spoke,2488.9,68,10200,7353,0.721,333.52,2452372.56,1467656.99,5.78
BOS,SEA,1,Boston,Seattle-Tacoma,spoke,hub,2488.9,89,14240,9170,0.644,276.52,2535688.4,2333605.06,6.58
SEA,BOS,2,Seattle-Tacoma,Boston,hub,spoke,2488.9,100,7600,6811,0.896,340.2,2317102.2,1341091.78,7.09
BOS,SEA,2,Boston,Seattle-Tacoma,spoke,hub,2488.9,99,14850,12853,0.866,293.83,3776596.99,1957242.99,5.3
SEA,BOS,3,Seattle-Tacoma,Boston,hub,spoke,2488.9,75,5700,4466,0.784,296.17,1322695.22,831247.79,5.86
BOS,SEA,3,Boston,Seattle-Tacoma,spoke,hub,2488.9,92,14720,14278,0.97,255.99,3655025.22,2168817.48,5.92
SEA,BOS,4,Seattle-Tacoma,Boston,hub,spoke,2488.9,89,16821,16316,0.97,318.34,5194035.44,2454715.86,5.86
BOS,SEA,4,Boston,Seattle-Tacoma,spoke,hub,2488.9,64,9600,8299,0.865,315.78,2620658.22,1378027.04,5.77
SEA,SFO,1,Seattle-Tacoma,San Francisco,hub,spoke,679.2,95,15200,12436,0.818,102.38,1273197.68,797738.13,7.73
SFO,SEA,1,San Francisco,Seattle-Tacoma,spoke,hub,679.2,85,16065,11325,0.705,104.15,1179498.75,915972.84,8.39
SEA,SFO,2,Seattle-Tacoma,San Francisco,hub,spoke,679.2,65,9750,8644,0.887,111.65,965102.6,619669.08,9.36
SFO,SEA,2,San Francisco,Seattle-Tacoma,spoke,hub,679.2,65,4940,3355,0.679,99.07,332379.85,359496.94,10.71
SEA,SFO,3,Seattle-Tacoma,San Francisco,hub,spoke,679.2,106,15900,12874,0.81,99.71,1283666.54,858550.64,7.95
SFO,SEA,3,San Francisco,Seattle-Tacoma,spoke,hub,679.2,81,12960,11280,0.87,101.31,1142776.8,778985.66,8.85
SEA,SFO,4,Seattle-Tacoma,San Francisco,hub,spoke,679.2,71,11360,8462,0.745,107.12,906449.44,576465.0,7.47
SFO,SEA,4,San Francisco,Seattle-Tacoma,spoke,hub,679.2,98,14700,9563,0.651,93.72,896244.36,917765.39,9.19
SEA,LAS,1,Seattle-Tacoma,Las Vegas,hub,spoke,867.0,84,13440,9223,0.686,133.51,1231362.73,969407.75,8.32
LAS,SEA,1,Las Vegas,Seattle-Tacoma,spoke,hub,867.0,77,11550,8327,0.721,120.1,1000072.7,755870.43,7.55
SEA,LAS,2,Seattle-Tacoma,Las Vegas,hub,spoke,867.0,61,9150,6308,0.69,78.0,492024.0,626657.5,7.9
LAS,SEA,2,Las Vegas,Seattle-Tacoma,spoke,hub,867.0,81,12150,8221,0.677,126.3,1038312.3,838907.3,7.96
SEA,LAS,3,Seattle-Tacoma,Las Vegas,hub,spoke,867.0,74,11100,7226,0.651,128.99,932081.74,763018.23,7.93
LAS,SEA,3,Las Vegas,Seattle-Tacoma,spoke,hub,867.0,65,12285,11713,0.953,92.46,1082983.98,641815.22,6.03
SEA,LAS,4,Seattle-Tacoma,Las Vegas,hub,spoke,867.0,100,7600,5869,0.772,133.54,783746.26,654675.89,9.94
LAS,SEA,4,Las Vegas,Seattle-Tacoma,spoke,hub,867.0,88,16632,10247,0.616,122.7,1257306.9,1039469.17,7.21
SEA,MSP,1,Seattle-Tacoma,Minneapolis,hub,spoke,1395.0,84,13440,9764,0.727,199.63,1949187.32,1080886.65,5.76
MSP,SEA,1,Minneapolis,Seattle-Tacoma,spoke,hub,1395.0,72,10800,7224,0.669,193.61,1398638.64,812351.48,5.39
SEA,MSP,2,Seattle-Tacoma,Minneapolis,hub,spoke,1395.0,71,10650,7515,0.706,162.44,1220736.6,845923.13,5.69
MSP,SEA,2,Minneapolis,Seattle-Tacoma,spoke,hub,1395.0,72,11520,9849,0.855,166.22,1637100.78,1161754.36,7.23
SEA,MSP,3,Seattle-Tacoma,Minneapolis,hub,spoke,1395.0,72,10800,9876,0.914,164.42,1623811.92,1004286.41,6.67
MSP,SEA,3,Minneapolis,Seattle-Tacoma,spoke,hub,1395.0,81,6156,5844,0.949,145.38,849600.72,724798.97,8.44
SEA,MSP,4,Seattle-Tacoma,Minneapolis,hub,spoke,1395.0,91,13650,9515,0.697,172.1,1637531.5,1026363.02,5.39
MSP,SEA,4,Minneapolis,Seattle-Tacoma,spoke,hub,1395.0,92,13800,11136,0.807,184.72,2057041.92,1273129.07,6.61
SEA,DTW,1,Seattle-Tacoma,Detroit,hub,spoke,1922.2,70,13230,9889,0.747,146.01,1443892.89,1604286.03,6.31
DTW,SEA,1,Detroit,Seattle-Tacoma,spoke,hub,1922.2,89,16821,9223,0.548,255.37,2355277.51,2006853.28,6.21
SEA,DTW,2,Seattle-Tacoma,Detroit,hub,spoke,1922.2,96,15360,11815,0.769,189.13,2234570.95,1667065.71,5.65
DTW,SEA,2,Detroit,Seattle-Tacoma,spoke,hub,1922.2,81,12150,10403,0.856,249.21,2592531.63,1224862.3,5.24
SEA,DTW,3,Seattle-Tacoma,Detroit,hub,spoke,1922.2,81,12150,11785,0.97,203.95,2403550.75,1619736.93,6.94
DTW,SEA,3,Detroit,Seattle-Tacoma,spoke,hub,1922.2,102,16320,15771,0.966,243.58,3841500.18,1625097.82,5.18
SEA,DTW,4,Seattle-Tacoma,Detroit,hub,spoke,1922.2,75,11250,8236,0.732,224.48,1848817.28,1248924.61,5.78
DTW,SEA,4,Detroit,Seattle-Tacoma,spoke,hub,1922.2,64,10240,9084,0.887,237.59,2158267.56,1438512.76,7.31
SEA,PDX,1,Seattle-Tacoma,Portland,hub,spoke,129.3,89,14240,9890,0.695,60.93878332866697,602684.57,223713.91,12.15
PDX,SEA,1,Portland,Seattle-Tacoma,spoke,hub,129.3,82,13120,8981,0.685,60.93878332866697,547291.21,223712.45,13.19
SEA,PDX,2,Seattle-Tacoma,Portland,hub,spoke,129.3,91,13650,11617,0.851,60.93878332866697,707925.85,240020.59,13.6
PDX,SEA,2,Portland,Seattle-Tacoma,spoke,hub,129.3,84,6384,4788,0.75,60.93878332866697,291774.89,142475.05,17.27
SEA,PDX,3,Seattle-Tacoma,Portland,hub,spoke,129.3,70,5320,5160,0.97,60.93878332866697,314444.12,107115.64,15.58
PDX,SEA,3,Portland,Seattle-Tacoma,spoke,hub,129.3,81,6156,4899,0.796,60.93878332866697,298539.1,141218.07,17.75
SEA,PDX,4,Seattle-Tacoma,Portland,hub,spoke,129.3,78,11700,9531,0.815,60.93878332866697,580807.54,166521.55,11.01
PDX,SEA,4,Portland,Seattle-Tacoma,spoke,hub,129.3,65,12285,8905,0.725,60.93878332866697,542659.87,170849.09,10.76
SEA,SLC,1,Seattle-Tacoma,Salt Lake City,hub,spoke,687.6,110,16500,11551,0.7,108.74,1256055.74,1034887.67,9.12
SLC,SEA,1,Salt Lake City,Seattle-Tacoma,spoke,hub,687.6,102,15300,12005,0.785,108.62,1303983.1,970561.52,9.23
SEA,SLC,2,Seattle-Tacoma,Salt Lake City,hub,spoke,687.6,81,6156,4970,0.807,84.47,419815.9,428011.24,10.11
SLC,SEA,2,Salt Lake City,Seattle-Tacoma,spoke,hub,687.6,82,12300,11528,0.937,104.82,1208364.96,731459.31,8.65
SEA,SLC,3,Seattle-Tacoma,Salt Lake City,hub,spoke,687.6,106,16960,16175,0.954,106.25,1718593.75,1008657.28,8.65
SLC,SEA,3,Salt Lake City,Seattle-Tacoma,spoke,hub,687.6,74,11840,10522,0.889,111.99,1178358.78,616857.52,7.58
SEA,SLC,4,Seattle-Tacoma,Salt Lake City,hub,spoke,687.6,78,12480,11114,0.891,120.65,1340904.1,749444.96,8.73
SLC,SEA,4,Salt Lake City,Seattle-Tacoma,spoke,hub,687.6,82,12300,10617,0.863,111.84,1187405.28,634111.64,7.5
SEA,STL,1,Seattle-Tacoma,St. Louis,hub,spoke,1705.3,74,11100,7254,0.654,246.66,1789271.64,1094691.2,5.78
STL,SEA,1,St. Louis,Seattle-Tacoma,spoke,hub,1705.3,102,15300,13767,0.9,208.94,2876476.98,2018187.51,7.74
SEA,STL,2,Seattle-Tacoma,St. Louis,hub,spoke,1705.3,95,7220,5787,0.802,210.52,1218279.24,977611.11,7.94
STL,SEA,2,St. Louis,Seattle-Tacoma,spoke,hub,1705.3,72,10800,9724,0.9,190.34,1850866.16,1121693.18,6.09
SEA,STL,3,Seattle-Tacoma,St. Louis,hub,spoke,1705.3,71,11360,8625,0.759,220.16,1898880.0,1139906.63,5.88
STL,SEA,3,St. Louis,Seattle-Tacoma,spoke,hub,1705.3,77,14553,13248,0.91,228.1,3021868.8,1504811.95,6.06
SEA,STL,4,Seattle-Tacoma,St. Louis,hub,spoke,1705.3,78,12480,9193,0.737,226.85,2085432.05,1465599.99,6.89
STL,SEA,4,St. Louis,Seattle-Tacoma,spoke,hub,1705.3,100,16000,13618,0.851,224.76,3060781.68,1623154.67,5.95
SEA,MCI,1,Seattle-Tacoma,Kansas City,hub,spoke,1486.2,78,5928,4156,0.701,147.99,615046.44,759873.49,8.62
MCI,SEA,1,Kansas City,Seattle-Tacoma,spoke,hub,1486.2,65,9750,5469,0.561,185.18,1012749.42,926783.01,6.4
SEA,MCI,2,Seattle-Tacoma,Kansas City,hub,spoke,1486.2,81,12150,9761,0.803,193.24,1886215.64,1293721.04,7.16
MCI,SEA,2,Kansas City,Seattle-Tacoma,spoke,hub,1486.2,60,9600,7695,0.802,143.47,1104001.65,946691.14,6.64
SEA,MCI,3,Seattle-Tacoma,Kansas City,hub,spoke,1486.2,67,10050,9433,0.939,133.12,1255720.96,882767.13,5.91
MCI,SEA,3,Kansas City,Seattle-Tacoma,spoke,hub,1486.2,81,15309,13353,0.872,211.12,2819085.36,1529156.82,6.72
SEA,MCI,4,Seattle-Tacoma,Kansas City,hub,spoke,1486.2,82,12300,8288,0.674,168.82,1399180.16,1133866.84,6.2
MCI,SEA,4,Kansas City,Seattle-Tacoma,spoke,hub,1486.2,72,11520,9309,0.808,160.79,1496794.11,1065352.81,6.22
SEA,OMA,1,Seattle-Tacoma,Omaha,hub,spoke,1364.5,79,6004,4624,0.77,189.6,876710.4,730503.24,8.92
OMA,SEA,1,Omaha,Seattle-Tacoma,spoke,hub,1364.5,81,12150,7219,0.594,170.19,1228601.61,847987.6,5.11
SEA,OMA,2,Seattle-Tacoma,Omaha,hub,spoke,1364.5,78,11700,9490,0.811,149.96,1423120.4,1086059.16,6.8
OMA,SEA,2,Omaha,Seattle-Tacoma,spoke,hub,1364.5,82,15498,9541,0.616,185.71,1771859.11,1363209.61,6.45
SEA,OMA,3,Seattle-Tacoma,Omaha,hub,spoke,1364.5,67,5092,4939,0.97,174.06,859682.34,665216.08,9.57
OMA,SEA,3,Omaha,Seattle-Tacoma,spoke,hub,1364.5,65,9750,9000,0.923,177.24,1595160.0,968718.66,7.28
SEA,OMA,4,Seattle-Tacoma,Omaha,hub,spoke,1364.5,88,16632,10856,0.653,139.04,1509418.24,1535219.64,6.76
OMA,SEA,4,Omaha,Seattle-Tacoma,spoke,hub,1364.5,75,12000,7616,0.635,203.53,1550084.48,1020981.44,6.24
SEA,BOI,1,Seattle-Tacoma,Boise,hub,spoke,398.8,81,12150,7701,0.634,75.43,580886.43,375245.54,7.74
BOI,SEA,1,Boise,Seattle-Tacoma,spoke,hub,398.8,72,11520,8802,0.764,64.9817906849653,571969.72,358465.47,7.8
SEA,BOI,2,Seattle-Tacoma,Boise,hub,spoke,398.8,67,10720,8131,0.759,64.9817906849653,528366.94,348500.17,8.15
BOI,SEA,2,Boise,Seattle-Tacoma,spoke,hub,398.8,74,13986,10453,0.747,64.9817906849653,679254.66,500198.78,8.97
SEA,BOI,3,Seattle-Tacoma,Boise,hub,spoke,398.8,70,10500,9861,0.939,82.99,818364.39,415986.41,9.93
BOI,SEA,3,Boise,Seattle-Tacoma,spoke,hub,398.8,68,10200,9894,0.97,64.9817906849653,642929.84,433930.17,10.67
SEA,BOI,4,Seattle-Tacoma,Boise,hub,spoke,398.8,82,15498,11136,0.719,64.9817906849653,723637.22,630154.39,10.2
BOI,SEA,4,Boise,Seattle-Tacoma,spoke,hub,398.8,88,13200,10387,0.787,77.27,802603.49,379276.42,7.21
SEA,TUL,1,Seattle-Tacoma,Tulsa,hub,spoke,1555.5,78,11700,9317,0.796,131.17,1222110.89,1074066.47,5.9
TUL,SEA,1,Tulsa,Seattle-Tacoma,spoke,hub,1555.5,95,14250,11078,0.777,153.18,1696928.04,1268886.29,5.72
SEA,TUL,2,Seattle-Tacoma,Tulsa,hub,spoke,1555.5,70,11200,9104,0.813,197.6,1798950.4,1203098.3,6.91
TUL,SEA,2,Tulsa,Seattle-Tacoma,spoke,hub,1555.5,103,19467,17412,0.894,201.34,3505732.08,1785170.85,5.9
SEA,TUL,3,Seattle-Tacoma,Tulsa,hub,spoke,1555.5,85,12750,9015,0.707,242.14,2182892.1,1491769.14,7.52
TUL,SEA,3,Tulsa,Seattle-Tacoma,spoke,hub,1555.5,75,5700,5244,0.92,160.62,842291.28,772018.25,8.71
SEA,TUL,4,Seattle-Tacoma,Tulsa,hub,spoke,1555.5,81,12150,10636,0.875,196.42,2089123.12,1273962.05,6.74
TUL,SEA,4,Tulsa,Seattle-Tacoma,spoke,hub,1555.5,81,12150,8751,0.72,250.59,2192913.09,1052426.66,5.57
SEA,GEG,1,Seattle-Tacoma,Spokane,hub,spoke,223.3,92,6992,5097,0.729,62.348778106297765,317791.72,215811.12,13.83
GEG,SEA,1,Spokane,Seattle-Tacoma,spoke,hub,223.3,85,13600,11410,0.839,62.348778106297765,711399.56,346059.84,11.4
SEA,GEG,2,Seattle-Tacoma,Spokane,hub,spoke,223.3,85,12750,11855,0.93,62.348778106297765,739144.76,324770.97,11.41
GEG,SEA,2,Spokane,Seattle-Tacoma,spoke,hub,223.3,99,18711,13474,0.72,62.348778106297765,840087.44,463339.89,11.09
SEA,GEG,3,Seattle-Tacoma,Spokane,hub,spoke,223.3,72,10800,8726,0.808,62.348778106297765,544055.44,229815.35,9.53
GEG,SEA,3,Spokane,Seattle-Tacoma,spoke,hub,223.3,82,13120,11999,0.915,62.348778106297765,748122.99,351137.15,11.99
SEA,GEG,4,Seattle-Tacoma,Spokane,hub,spoke,223.3,84,15876,11374,0.716,62.348778106297765,709155.0,384638.97,10.85
GEG,SEA,4,Spokane,Seattle-Tacoma,spoke,hub,223.3,86,16254,12338,0.759,62.348778106297765,769259.22,343363.75,9.46
SEA,FAR,1,Seattle-Tacoma,Fargo,hub,spoke,1192.2,82,12300,8336,0.678,174.9,1457966.4,947358.32,6.46
FAR,SEA,1,Fargo,Seattle-Tacoma,spoke,hub,1192.2,86,6536,5091,0.779,182.6,929616.6,754208.83,9.68
SEA,FAR,2,Seattle-Tacoma,Fargo,hub,spoke,1192.2,93,13950,10762,0.772,169.73,1826634.26,1212526.51,7.29
FAR,SEA,2,Fargo,Seattle-Tacoma,spoke,hub,1192.2,78,12480,10058,0.806,197.03,1981727.74,1070961.81,7.2
SEA,FAR,3,Seattle-Tacoma,Fargo,hub,spoke,1192.2,88,6688,6487,0.97,180.68,1172071.16,626680.21,7.86
FAR,SEA,3,Fargo,Seattle-Tacoma,spoke,hub,1192.2,96,18144,17599,0.97,129.96,2287166.04,1537913.53,7.11
SEA,FAR,4,Seattle-Tacoma,Fargo,hub,spoke,1192.2,78,14742,10666,0.724,182.93,1951131.38,1153757.86,6.56
FAR,SEA,4,Fargo,Seattle-Tacoma,spoke,hub,1192.2,92,17388,13502,0.777,151.26,2042312.52,1221885.47,5.89
SEA,BIL,1,Seattle-Tacoma,Billings,hub,spoke,662.2,85,6460,4632,0.717,107.82,499422.24,467983.77,10.94
BIL,SEA,1,Billings,Seattle-Tacoma,spoke,hub,662.2,85,6460,4759,0.737,88.25,419981.75,449477.02,10.51
SEA,BIL,2,Seattle-Tacoma,Billings,hub,spoke,662.2,92,13800,11426,0.828,87.96,1005030.96,679484.21,7.44
BIL,SEA,2,Billings,Seattle-Tacoma,spoke,hub,662.2,89,14240,11156,0.783,92.62,1033268.72,703301.15,7.46
SEA,BIL,3,Seattle-Tacoma,Billings,hub,spoke,662.2,99,15840,14071,0.888,93.86,1320704.06,916597.8,8.74
BIL,SEA,3,Billings,Seattle-Tacoma,spoke,hub,662.2,88,13200,12510,0.948,105.21,1316177.1,706517.2,8.08
SEA,BIL,4,Seattle-Tacoma,Billings,hub,spoke,662.2,78,11700,8120,0.694,101.65,825398.0,467124.89,6.03
BIL,SEA,4,Billings,Seattle-Tacoma,spoke,hub,662.2,84,15876,12526,0.789,87.43,1095148.18,866523.87,8.24
ORD,DFW,1,Chicago O'Hare,Dallas/Fort Worth,hub,hub,802.1,91,17199,11288,0.656,106.35,1200478.8,986355.04,7.15
DFW,ORD,1,Dallas/Fort Worth,Chicago O'Hare,hub,hub,802.1,68,12852,9106,0.709,104.1,947934.6,677768.6,6.57
ORD,DFW,2,Chicago O'Hare,Dallas/Fort Worth,hub,hub,802.1,79,11850,10306,0.87,122.21,1259496.26,771768.39,8.12
DFW,ORD,2,Dallas/Fort Worth,Chicago O'Hare,hub,hub,802.1,67,10050,8311,0.827,112.52,935153.72,549397.87,6.82
ORD,DFW,3,Chicago O'Hare,Dallas/Fort Worth,hub,hub,802.1,79,12640,12260,0.97,105.83,1297475.8,864819.68,8.53
DFW,ORD,3,Dallas/Fort Worth,Chicago O'Hare,hub,hub,802.1,88,13200,12804,0.97,97.1,1243268.4,877397.0,8.29
ORD,DFW,4,Chicago O'Hare,Dallas/Fort Worth,hub,hub,802.1,81,6156,4754,0.772,101.23,481247.42,427710.29,8.66
DFW,ORD,4,Dallas/Fort Worth,Chicago O'Hare,hub,hub,802.1,99,15840,10975,0.693,139.04,1525964.0,981432.84,7.72
ORD,DEN,1,Chicago O'Hare,Denver,hub,hub,886.2,85,6460,4344,0.672,122.07,530272.08,465759.08,8.14
DEN,ORD,1,Denver,Chicago O'Hare,hub,hub,886.2,81,12960,9083,0.701,156.6,1422397.8,850532.16,7.41
ORD,DEN,2,Chicago O'Hare,Denver,hub,hub,886.2,75,12000,11404,0.95,109.83,1252501.32,757747.78,7.13
DEN,ORD,2,Denver,Chicago O'Hare,hub,hub,886.2,84,12600,9443,0.749,123.28,1164133.04,855855.23,7.66
ORD,DEN,3,Chicago O'Hare,Denver,hub,hub,886.2,88,13200,11003,0.834,135.07,1486175.21,897456.8,7.67
DEN,ORD,3,Denver,Chicago O'Hare,hub,hub,886.2,71,11360,8680,0.764,140.03,1215460.4,723892.12,7.19
ORD,DEN,4,Chicago O'Hare,Denver,hub,hub,886.2,79,11850,9570,0.808,140.99,1349274.3,753076.65,7.17
DEN,ORD,4,Denver,Chicago O'Hare,hub,hub,886.2,70,11200,8642,0.772,128.41,1109719.22,746293.34,7.52
ORD,ATL,1,Chicago O'Hare,Atlanta,hub,hub,606.4,89,13350,10543,0.79,82.68,871695.24,810786.11,10.01
ATL,ORD,1,Atlanta,Chicago O'Hare,hub,hub,606.4,88,16632,10527,0.633,95.81,1008591.87,846763.23,8.4
ORD,ATL,2,Chicago O'Hare,Atlanta,hub,hub,606.4,72,11520,10155,0.882,81.82,830882.1,611314.25,8.75
ATL,ORD,2,Atlanta,Chicago O'Hare,hub,hub,606.4,82,15498,10921,0.705,97.13,1060756.73,697964.2,7.43
ORD,ATL,3,Chicago O'Hare,Atlanta,hub,hub,606.4,74,13986,12113,0.866,94.87,1149160.31,662101.83,7.81
ATL,ORD,3,Atlanta,Chicago O'Hare,hub,hub,606.4,103,15450,13061,0.845,104.47,1364482.67,775782.49,8.28
ORD,ATL,4,Chicago O'Hare,Atlanta,hub,hub,606.4,88,14080,12376,0.879,101.86,1260619.36,653931.24,7.66
ATL,ORD,4,Atlanta,Chicago O'Hare,hub,hub,606.4,99,18711,14100,0.754,107.4,1514340.0,819447.84,7.22
ORD,SEA,1,Chicago O'Hare,Seattle-Tacoma,hub,hub,1716.3,84,12600,9633,0.765,181.72,1750508.76,1355788.21,6.27
SEA,ORD,1,Seattle-Tacoma,Chicago O'Hare,hub,hub,1716.3,67,12663,9244,0.73,205.81,1902507.64,1327817.34,6.11
ORD,SEA,2,Chicago O'Hare,Seattle-Tacoma,hub,hub,1716.3,93,13950,10975,0.787,199.93,2194231.75,1752293.29,7.32
SEA,ORD,2,Seattle-Tacoma,Chicago O'Hare,hub,hub,1716.3,78,12480,8005,0.641,176.86,1415764.3,1454157.56,6.79
