customer_id,age,age_segment,annual_income,income_segment,credit_score,credit_score_segment,employment_years,account_tenure,loan_amount,interest_rate,credit_utilization,utilization_segment,late_payments,missed_payments_6m,payment_history_score,payment_history_segment,transaction_count,avg_monthly_spend,monthly_debt_payment,dti,dti_segment,default,default_probability,risk_score,ml_risk_tier
C06926,33,26-35,66499,Middle Income,615,Fair,33,9,24500,11.81,39.48,Moderate Utilization,5,1,65,Moderate,129,2236.55,2932.61,52.92,High DTI,1,0.65967428,65.97,High Risk
C06927,22,18-25,63337,Middle Income,792,Very Good,40,7,82700,14.48,36.76,Moderate Utilization,0,0,100,Strong,140,5156.32,421.19,7.98,Low DTI,0,0.088700303,8.87,Low Risk
C06928,44,36-50,139484,High Income,542,Poor,3,16,205400,8.75,66.5,Moderate Utilization,5,1,65,Moderate,117,1613.5,6624.33,56.99,High DTI,1,0.828934419,82.89,High Risk
C06929,52,51-65,75175,Middle Income,731,Good,28,12,106600,12.56,76.98,High Utilization,4,2,60,Moderate,74,7121.58,1565.52,24.99,Moderate DTI,1,0.541974119,54.2,Medium Risk
C06930,23,18-25,38095,Low Income,783,Very Good,9,8,30900,13.38,16.7,Low Utilization,0,0,100,Strong,30,1271.44,513.65,16.18,Low DTI,0,0.084795339,8.48,Low Risk
C06931,29,26-35,84937,Upper-Middle Income,805,Excellent,0,14,101500,9.62,31.44,Moderate Utilization,0,0,100,Strong,90,5421.9,1325.73,18.73,Low DTI,0,0.119349345,11.93,Low Risk
C06932,21,18-25,132478,High Income,602,Fair,14,9,71300,3.51,53.85,Moderate Utilization,1,0,95,Strong,65,7439.06,5732.99,51.93,High DTI,1,0.620099151,62.01,High Risk
C06933,53,51-65,89209,Upper-Middle Income,681,Good,22,7,127500,7.52,50.28,Moderate Utilization,3,1,75,Moderate,103,4583.2,2311.26,31.09,Moderate DTI,1,0.430253466,43.03,Medium Risk
C06934,54,51-65,65689,Middle Income,636,Fair,13,8,70100,14.96,54.42,Moderate Utilization,4,1,70,Moderate,62,4072.22,1509.75,27.58,Moderate DTI,1,0.474829498,47.48,Medium Risk
C06935,69,66-75,105410,Upper-Middle Income,546,Poor,4,14,76200,6.04,62.08,Moderate Utilization,9,0,55,Weak,78,9927.01,4558.1,51.89,High DTI,1,0.836885774,83.69,High Risk
C06936,49,36-50,41004,Low Income,568,Poor,38,2,16700,4.22,88.5,High Utilization,10,1,40,Weak,83,7395.42,1590.61,46.55,High DTI,0,0.902097111,90.21,High Risk
C06937,26,26-35,99766,Upper-Middle Income,759,Very Good,39,3,135600,4.38,39.34,Moderate Utilization,2,1,80,Strong,96,7125.13,680.9,8.19,Low DTI,1,0.141807336,14.18,Low Risk
C06938,29,26-35,39294,Low Income,616,Fair,19,4,21700,5.17,79.31,High Utilization,7,1,55,Weak,125,9807.58,1475.49,45.06,High DTI,1,0.831965296,83.2,High Risk
C06939,65,51-65,135295,High Income,573,Poor,4,15,99900,12.49,82.6,High Utilization,10,2,30,Weak,109,2699.66,5261.85,46.67,High DTI,1,0.892279163,89.23,High Risk
C06940,62,51-65,139923,High Income,674,Good,34,13,160000,12.58,25.22,Low Utilization,7,0,65,Moderate,22,2428,3781.42,32.43,Moderate DTI,1,0.320379543,32.04,Medium Risk
C06941,40,36-50,75161,Middle Income,661,Fair,10,16,50300,5.96,46.88,Moderate Utilization,10,1,40,Weak,126,3795.58,2803.51,44.76,High DTI,1,0.699180218,69.92,High Risk
C06942,36,36-50,107993,Upper-Middle Income,522,Poor,17,20,38200,11.52,76.24,High Utilization,2,1,80,Strong,48,2970.86,5189.06,57.66,High DTI,1,0.830665841,83.07,High Risk
C06943,46,36-50,36643,Low Income,655,Fair,8,17,17300,12.94,73.08,High Utilization,5,0,75,Moderate,140,6093.12,797.6,26.12,Moderate DTI,0,0.534137454,53.41,Medium Risk
C06944,23,18-25,53440,Middle Income,471,Poor,10,5,54500,11.91,87.01,High Utilization,7,1,55,Weak,127,2650.15,2592.29,58.21,High DTI,1,0.93092985,93.09,High Risk
C06945,33,26-35,64017,Middle Income,662,Fair,8,19,75000,6.36,73.26,High Utilization,3,3,55,Weak,134,5142.92,488.13,9.15,Low DTI,1,0.42169347,42.17,Medium Risk
C06946,50,36-50,42795,Low Income,609,Fair,8,13,12200,8.15,52.46,Moderate Utilization,5,3,45,Weak,60,4565.29,1579.49,44.29,High DTI,1,0.741573609,74.16,High Risk
C06947,49,36-50,37915,Low Income,644,Fair,37,17,45700,8.24,54.14,Moderate Utilization,6,2,50,Weak,14,7620.48,1325.13,41.94,High DTI,1,0.674453258,67.45,High Risk
C06948,69,66-75,59058,Middle Income,771,Very Good,31,18,34000,4.39,66.18,Moderate Utilization,0,0,100,Strong,118,7049.24,771.2,15.67,Low DTI,0,0.225120846,22.51,Low Risk
C06949,34,26-35,140985,High Income,663,Fair,31,13,104200,7.01,24.74,Low Utilization,8,2,40,Weak,127,8598.64,3914.68,33.32,Moderate DTI,0,0.451908275,45.19,Medium Risk
C06950,35,26-35,72142,Middle Income,732,Good,34,17,44700,4.31,40.58,Moderate Utilization,4,0,80,Strong,103,6025.79,2180.49,36.27,Moderate DTI,1,0.356474203,35.65,Medium Risk
C06951,35,26-35,82816,Upper-Middle Income,619,Fair,22,16,49400,11.93,29.5,Low Utilization,2,2,70,Moderate,67,9293.23,2730.17,39.56,Moderate DTI,1,0.451394711,45.14,Medium Risk
C06952,32,26-35,53804,Middle Income,584,Fair,5,18,22900,5.6,46.6,Moderate Utilization,7,1,55,Weak,48,3595.64,2249.46,50.17,High DTI,1,0.728948253,72.89,High Risk
C06953,34,26-35,111652,Upper-Middle Income,732,Good,26,14,42300,14.21,53.19,Moderate Utilization,6,2,50,Weak,107,1410.36,1072.79,11.53,Low DTI,0,0.297589852,29.76,Low Risk
C06954,39,36-50,58889,Middle Income,744,Very Good,3,17,9400,12.32,23.19,Low Utilization,5,1,65,Moderate,118,5907.55,273.83,5.58,Low DTI,0,0.127551275,12.76,Low Risk
C06955,63,51-65,100711,Upper-Middle Income,702,Good,8,14,124000,3.13,37.16,Moderate Utilization,2,1,80,Strong,40,4860.91,3874.02,46.16,High DTI,1,0.471149314,47.11,Medium Risk
C06956,51,51-65,62846,Middle Income,707,Good,13,18,34500,13.72,67.2,Moderate Utilization,2,1,80,Strong,87,1724.43,1243.3,23.74,Moderate DTI,0,0.394894457,39.49,Medium Risk
C06957,67,66-75,52776,Middle Income,730,Good,12,0,35100,4.53,24.49,Low Utilization,9,2,35,Weak,76,2081.88,1336.55,30.39,Moderate DTI,1,0.449483038,44.95,Medium Risk
C06958,58,51-65,48169,Low Income,633,Fair,40,12,16000,12.45,43.13,Moderate Utilization,7,2,45,Weak,134,4729.52,1978.94,49.3,High DTI,1,0.717369564,71.74,High Risk
C06959,57,51-65,37060,Low Income,687,Good,31,11,53100,11.29,27.23,Low Utilization,6,1,60,Moderate,100,2495.12,1266.53,41.01,High DTI,0,0.457565851,45.76,Medium Risk
C06960,62,51-65,123225,High Income,592,Fair,34,3,38700,7.09,61.86,Moderate Utilization,8,2,40,Weak,141,8738.06,4686.66,45.64,High DTI,1,0.815973847,81.6,High Risk
C06961,24,18-25,106506,Upper-Middle Income,776,Very Good,23,18,34800,9.25,35.75,Moderate Utilization,9,0,55,Weak,32,9956.81,1477.77,16.65,Low DTI,0,0.234883826,23.49,Low Risk
C06962,59,51-65,146399,High Income,701,Good,30,4,196300,11.56,59.59,Moderate Utilization,0,0,100,Strong,106,9749.53,3570.92,29.27,Moderate DTI,0,0.348152039,34.82,Medium Risk
C06963,36,36-50,64699,Middle Income,490,Poor,19,19,32400,7.34,48.18,Moderate Utilization,10,0,50,Weak,6,2154.33,3206.37,59.47,High DTI,1,0.842231888,84.22,High Risk
C06964,19,18-25,141215,High Income,718,Good,29,5,182100,14.84,57.23,Moderate Utilization,5,0,75,Moderate,67,811.69,3516.25,29.88,Moderate DTI,0,0.393634478,39.36,Medium Risk
C06965,24,18-25,110012,Upper-Middle Income,668,Fair,38,20,107300,6.31,83.37,High Utilization,2,2,70,Moderate,66,2576.08,4557.25,49.71,High DTI,0,0.753861948,75.39,High Risk
C06966,39,36-50,128192,High Income,655,Fair,10,15,102800,4.96,66.59,Moderate Utilization,6,3,40,Weak,85,6012.43,2778.56,26.01,Moderate DTI,1,0.620572599,62.06,High Risk
C06967,64,51-65,98379,Upper-Middle Income,762,Very Good,27,14,99600,11.8,78.4,High Utilization,0,0,100,Strong,65,3613.6,2477.51,30.22,Moderate DTI,0,0.399461611,39.95,Medium Risk
C06968,25,18-25,144107,High Income,720,Good,16,5,195600,13.6,26.63,Low Utilization,10,2,30,Weak,76,1050.65,1687.25,14.05,Low DTI,0,0.277618412,27.76,Low Risk
C06969,73,66-75,149639,High Income,652,Fair,26,18,188700,10.27,39.25,Moderate Utilization,4,1,70,Moderate,112,9323.02,6702.58,53.75,High DTI,1,0.620304829,62.03,High Risk
C06970,65,51-65,89307,Upper-Middle Income,594,Fair,7,9,75100,12.76,80.68,High Utilization,6,1,60,Moderate,53,9015.47,3905.69,52.48,High DTI,1,0.866304998,86.63,High Risk
C06971,35,26-35,58743,Middle Income,707,Good,4,16,27900,12.56,45.82,Moderate Utilization,8,2,40,Weak,14,4058.04,278.05,5.68,Low DTI,0,0.284259712,28.43,Low Risk
C06972,47,36-50,67539,Middle Income,674,Good,10,3,65200,4.1,30.07,Moderate Utilization,7,0,65,Moderate,22,9805.64,369.21,6.56,Low DTI,0,0.195636315,19.56,Low Risk
C06973,64,51-65,123597,High Income,587,Fair,13,11,16400,11.49,38.82,Moderate Utilization,7,3,35,Weak,76,3793.59,4034.41,39.17,Moderate DTI,1,0.673072708,67.31,High Risk
C06974,60,51-65,145851,High Income,557,Poor,18,20,72900,13.43,93.41,High Utilization,0,0,100,Strong,70,4370.34,7183.16,59.1,High DTI,1,0.834087305,83.41,High Risk
C06975,31,26-35,130999,High Income,629,Fair,33,12,145100,8,53.19,Moderate Utilization,10,3,20,Weak,34,1313.15,4936.48,45.22,High DTI,1,0.780597161,78.06,High Risk
C06976,25,18-25,93994,Upper-Middle Income,698,Good,25,15,134100,9.03,53.47,Moderate Utilization,6,1,60,Moderate,123,5267.27,706.52,9.02,Low DTI,0,0.267609548,26.76,Low Risk
C06977,45,36-50,75553,Middle Income,668,Fair,11,7,18800,3.91,48.25,Moderate Utilization,10,2,30,Weak,73,1742.73,1121.96,17.82,Low DTI,0,0.492138126,49.21,Medium Risk
C06978,29,26-35,104153,Upper-Middle Income,548,Poor,34,15,80100,9.06,54.38,Moderate Utilization,8,0,60,Moderate,114,2471.13,4746.77,54.69,High DTI,0,0.777681945,77.77,High Risk
C06979,70,66-75,57474,Middle Income,656,Fair,12,1,24100,7.86,76.86,High Utilization,4,0,80,Strong,90,735.24,1720.39,35.92,Moderate DTI,1,0.647279471,64.73,High Risk
C06980,58,51-65,59092,Middle Income,743,Very Good,21,17,32500,6.24,42.95,Moderate Utilization,1,0,95,Strong,75,4314.29,950.4,19.3,Low DTI,0,0.186383835,18.64,Low Risk
C06981,24,18-25,86259,Upper-Middle Income,532,Poor,9,11,56600,11.96,82.28,High Utilization,10,0,50,Weak,39,8931.39,2684.81,37.35,Moderate DTI,1,0.825086879,82.51,High Risk
C06982,60,51-65,51883,Middle Income,641,Fair,12,0,76900,10.1,64.52,Moderate Utilization,6,3,40,Weak,92,4566.95,2097.8,48.52,High DTI,1,0.831100262,83.11,High Risk
C06983,50,36-50,68716,Middle Income,771,Very Good,8,9,92500,7.38,46.17,Moderate Utilization,1,0,95,Strong,71,5222.13,1705.87,29.79,Moderate DTI,0,0.274710928,27.47,Low Risk
C06984,48,36-50,78128,Middle Income,634,Fair,38,7,20900,3.03,78.67,High Utilization,9,2,35,Weak,89,6040.35,3675.92,56.46,High DTI,1,0.902868648,90.29,High Risk
C06985,75,66-75,58893,Middle Income,670,Good,16,19,35800,5.07,24.52,Low Utilization,5,1,65,Moderate,50,5605.49,1218.59,24.83,Moderate DTI,0,0.28626601,28.63,Low Risk
C06986,57,51-65,39438,Low Income,588,Fair,5,17,53200,7.33,77.14,High Utilization,4,3,50,Weak,30,9139.8,1885.79,57.38,High DTI,1,0.895166377,89.52,High Risk
C06987,59,51-65,78810,Middle Income,640,Fair,13,10,90200,13.67,40.35,Moderate Utilization,1,0,95,Strong,99,2175.15,3333.66,50.76,High DTI,1,0.514148794,51.41,Medium Risk
C06988,68,66-75,91733,Upper-Middle Income,700,Good,7,20,43700,6.15,46.54,Moderate Utilization,3,1,75,Moderate,41,2153.93,3711.36,48.55,High DTI,1,0.560231773,56.02,Medium Risk
C06989,62,51-65,107992,Upper-Middle Income,815,Excellent,4,18,52000,7.61,17.56,Low Utilization,3,2,65,Moderate,64,5021.3,1326.5,14.74,Low DTI,0,0.129422633,12.94,Low Risk
C06990,34,26-35,33097,Low Income,668,Fair,28,10,25500,9.43,36.89,Moderate Utilization,6,1,60,Moderate,139,2103.21,1185.42,42.98,High DTI,0,0.544283276,54.43,Medium Risk
C06991,64,51-65,109544,Upper-Middle Income,690,Good,12,4,59600,11.68,35.04,Moderate Utilization,3,3,55,Weak,119,1363.05,2981.42,32.66,Moderate DTI,1,0.445890653,44.59,Medium Risk
C06992,39,36-50,149694,High Income,689,Good,9,11,95800,13.58,31.43,Moderate Utilization,4,0,80,Strong,65,2965.47,4988.55,39.99,Moderate DTI,0,0.369529519,36.95,Medium Risk
C06993,73,66-75,112953,Upper-Middle Income,654,Fair,21,2,99600,4.93,44.16,Moderate Utilization,5,3,45,Weak,7,5796.89,3682.27,39.12,Moderate DTI,0,0.635313587,63.53,High Risk
C06994,31,26-35,107597,Upper-Middle Income,624,Fair,33,10,114000,6.89,34.81,Moderate Utilization,8,1,50,Weak,121,664.48,4731.58,52.77,High DTI,1,0.671880846,67.19,High Risk
C06995,59,51-65,116115,Upper-Middle Income,698,Good,12,9,160400,14.94,35.82,Moderate Utilization,6,0,70,Moderate,16,1054.47,3350.89,34.63,Moderate DTI,0,0.380111437,38.01,Medium Risk
C06996,32,26-35,62053,Middle Income,529,Poor,39,9,27900,10.34,53.76,Moderate Utilization,9,0,55,Weak,42,2707.08,2953.72,57.12,High DTI,0,0.823931755,82.39,High Risk
C06997,23,18-25,42485,Low Income,498,Poor,6,19,25600,12.01,91.02,High Utilization,6,1,60,Moderate,24,6940.56,1881.02,53.13,High DTI,1,0.905737261,90.57,High Risk
C06998,61,51-65,145073,High Income,716,Good,37,10,61200,6.36,42.35,Moderate Utilization,0,0,100,Strong,18,8184.71,4545.62,37.6,Moderate DTI,0,0.315434032,31.54,Medium Risk
C06999,68,66-75,66161,Middle Income,717,Good,29,3,26100,9.21,30.43,Moderate Utilization,0,0,100,Strong,79,7993.11,2627.69,47.66,High DTI,0,0.384114167,38.41,Medium Risk
C07000,29,26-35,62501,Middle Income,635,Fair,10,3,45100,6.53,68.72,Moderate Utilization,5,1,65,Moderate,43,4539.91,2327.64,44.69,High DTI,1,0.740617519,74.06,High Risk
C07001,46,36-50,77499,Middle Income,730,Good,8,1,22100,8.5,34.12,Moderate Utilization,2,1,80,Strong,129,5280.66,953.24,14.76,Low DTI,0,0.195166847,19.52,Low Risk
C07002,54,51-65,132443,High Income,566,Poor,5,18,163600,6.15,82.95,High Utilization,8,3,30,Weak,27,4774.74,4550.52,41.23,High DTI,1,0.866322924,86.63,High Risk
C07003,35,26-35,85376,Upper-Middle Income,685,Good,29,16,70800,11.58,69.25,Moderate Utilization,7,0,65,Moderate,118,7193.8,493.05,6.93,Low DTI,0,0.321221789,32.12,Medium Risk
C07004,47,36-50,73595,Middle Income,722,Good,30,10,101600,5.54,40.72,Moderate Utilization,4,1,70,Moderate,36,3652.07,488.18,7.96,Low DTI,0,0.178169055,17.82,Low Risk
C07005,30,26-35,134133,High Income,684,Good,36,1,186700,8.12,55.85,Moderate Utilization,7,2,45,Weak,39,2810.48,685.2,6.13,Low DTI,0,0.315319522,31.53,Medium Risk
C07006,27,26-35,47908,Low Income,664,Fair,31,15,69400,4.91,81.62,High Utilization,0,0,100,Strong,45,8547.86,1335.44,33.45,Moderate DTI,0,0.522286223,52.23,Medium Risk
C07007,20,18-25,30652,Low Income,616,Fair,31,9,32600,8.69,37.6,Moderate Utilization,10,3,20,Weak,125,8013.33,841.14,32.93,Moderate DTI,1,0.657367574,65.74,High Risk
C07008,75,66-75,79327,Middle Income,664,Fair,5,10,64400,9.79,47.79,Moderate Utilization,4,3,50,Weak,23,8081.76,2059.2,31.15,Moderate DTI,1,0.557911057,55.79,Medium Risk
C07009,61,51-65,77288,Middle Income,660,Fair,8,19,29900,11.46,41.3,Moderate Utilization,6,1,60,Moderate,98,8006.18,3693.72,57.35,High DTI,1,0.717892427,71.79,High Risk
C07010,30,26-35,125920,High Income,599,Fair,7,18,169000,6.69,80.47,High Utilization,2,1,80,Strong,39,6965.79,6141.75,58.53,High DTI,1,0.825947723,82.59,High Risk
C07011,61,51-65,36716,Low Income,653,Fair,37,18,21200,6.52,78.4,High Utilization,5,1,65,Moderate,93,1387.45,948.5,31,Moderate DTI,0,0.625791249,62.58,High Risk
C07012,61,51-65,118118,Upper-Middle Income,458,Poor,12,18,148400,14.68,90.15,High Utilization,9,2,35,Weak,148,3330.95,5503.31,55.91,High DTI,1,0.945079105,94.51,High Risk
C07013,50,36-50,63965,Middle Income,562,Poor,32,5,22500,13.04,67.89,Moderate Utilization,4,0,80,Strong,32,6038.58,2236.11,41.95,High DTI,1,0.69407729,69.41,High Risk
C07014,20,18-25,41993,Low Income,726,Good,32,1,5900,3.78,33.51,Moderate Utilization,8,2,40,Weak,46,8986.46,271.2,7.75,Low DTI,0,0.258153947,25.82,Low Risk
C07015,52,51-65,30396,Low Income,632,Fair,30,20,42900,10.85,71.49,High Utilization,6,0,70,Moderate,144,2441.09,1157.07,45.68,High DTI,0,0.719529749,71.95,High Risk
C07016,75,66-75,94848,Upper-Middle Income,599,Fair,18,14,134900,8.47,50.66,Moderate Utilization,2,0,90,Strong,138,1925.06,4696.56,59.42,High DTI,1,0.693000023,69.3,High Risk
C07017,45,36-50,144388,High Income,663,Fair,0,3,90900,12.45,59.63,Moderate Utilization,7,3,35,Weak,117,1609.19,2817.97,23.42,Moderate DTI,0,0.589882778,58.99,Medium Risk
C07018,32,26-35,36623,Low Income,584,Fair,4,18,54500,14.88,78.54,High Utilization,5,0,75,Moderate,132,4686.76,1413.65,46.32,High DTI,1,0.774343811,77.43,High Risk
C07019,35,26-35,139909,High Income,732,Good,24,0,133500,13.87,28.27,Low Utilization,7,1,55,Weak,98,9938.42,1846.8,15.84,Low DTI,0,0.23911535,23.91,Low Risk
C07020,53,51-65,57904,Middle Income,712,Good,6,16,31300,6.97,64.06,Moderate Utilization,3,3,55,Weak,59,9006.99,1476.07,30.59,Moderate DTI,0,0.580364323,58.04,Medium Risk
C07021,58,51-65,46797,Low Income,670,Good,1,4,53000,3.51,36.73,Moderate Utilization,10,3,20,Weak,91,9478.87,222.68,5.71,Low DTI,0,0.388946046,38.89,Medium Risk
C07022,62,51-65,104455,Upper-Middle Income,709,Good,36,5,50700,5.9,29.73,Low Utilization,9,3,25,Weak,58,1547.11,2604.41,29.92,Moderate DTI,1,0.488674682,48.87,Medium Risk
C07023,42,36-50,131366,High Income,642,Fair,20,4,147000,12.58,37.12,Moderate Utilization,5,0,75,Moderate,63,9412.04,4830.98,44.13,High DTI,1,0.520583807,52.06,Medium Risk
C07024,44,36-50,136081,High Income,713,Good,13,11,126900,10.91,26.05,Low Utilization,5,1,65,Moderate,124,4792.36,4049.54,35.71,Moderate DTI,0,0.353928822,35.39,Medium Risk
C07025,43,36-50,77351,Middle Income,594,Fair,39,2,56300,3.53,82.17,High Utilization,9,1,45,Weak,20,2595.67,2838.14,44.03,High DTI,1,0.845850302,84.59,High Risk
C07026,51,51-65,100054,Upper-Middle Income,477,Poor,26,20,133100,11.16,78.15,High Utilization,10,3,20,Weak,27,4099.57,4713.38,56.53,High DTI,1,0.939385661,93.94,High Risk
C07027,19,18-25,44351,Low Income,664,Fair,1,17,29700,5.68,78.24,High Utilization,2,1,80,Strong,33,1921.4,864.84,23.4,Moderate DTI,1,0.483297592,48.33,Medium Risk
C07028,59,51-65,33262,Low Income,685,Good,30,13,13400,5.65,31.85,Moderate Utilization,1,0,95,Strong,60,4993.5,989.27,35.69,Moderate DTI,0,0.297526816,29.75,Low Risk
C07029,58,51-65,77226,Middle Income,659,Fair,23,4,45600,6.91,61.83,Moderate Utilization,3,2,65,Moderate,145,527.4,3153.4,49,High DTI,0,0.724396485,72.44,High Risk
C07030,66,66-75,50762,Middle Income,642,Fair,23,2,57100,11.67,44.03,Moderate Utilization,3,2,65,Moderate,141,1768.29,2370.16,56.03,High DTI,1,0.720799054,72.08,High Risk
C07031,41,36-50,109942,Upper-Middle Income,724,Good,31,18,23600,5.96,38.57,Moderate Utilization,5,3,45,Weak,130,2244.03,1960.63,21.4,Moderate DTI,0,0.335474185,33.55,Medium Risk
C07032,73,66-75,81530,Upper-Middle Income,725,Good,20,14,14400,9.51,58.65,Moderate Utilization,3,3,55,Weak,117,2714.23,486.46,7.16,Low DTI,0,0.296699729,29.67,Low Risk
C07033,34,26-35,146051,High Income,748,Very Good,27,2,65900,9.73,62.96,Moderate Utilization,8,1,50,Weak,126,7762.81,1434.95,11.79,Low DTI,0,0.372954843,37.3,Medium Risk
C07034,24,18-25,120158,High Income,771,Very Good,18,10,154900,3.07,47.15,Moderate Utilization,1,0,95,Strong,32,7618.97,1493.96,14.92,Low DTI,0,0.15935997,15.94,Low Risk
C07035,35,26-35,133580,High Income,614,Fair,11,17,51900,8.34,41.24,Moderate Utilization,5,0,75,Moderate,82,2608.8,4164.36,37.41,Moderate DTI,0,0.460216623,46.02,Medium Risk
C07036,25,18-25,87989,Upper-Middle Income,687,Good,7,20,124500,8.32,35.46,Moderate Utilization,0,0,100,Strong,52,1546.77,3885.45,52.99,High DTI,0,0.422161084,42.22,Medium Risk
C07037,26,26-35,136063,High Income,563,Poor,33,5,21800,5.05,49.54,Moderate Utilization,10,1,40,Weak,104,951.63,5766.8,50.86,High DTI,1,0.793250617,79.33,High Risk
C07038,31,26-35,149256,High Income,644,Fair,22,2,201100,6.17,76.58,High Utilization,7,1,55,Weak,97,2684.21,2641.83,21.24,Moderate DTI,1,0.570664184,57.07,Medium Risk
C07039,38,36-50,140994,High Income,725,Good,5,11,114800,13.09,20.59,Low Utilization,2,0,90,Strong,144,6603.31,2929.15,24.93,Moderate DTI,0,0.167831935,16.78,Low Risk
C07040,24,18-25,117789,Upper-Middle Income,687,Good,29,15,120900,3.26,34.76,Moderate Utilization,1,0,95,Strong,92,947.26,2755.28,28.07,Moderate DTI,0,0.214162232,21.42,Low Risk
C07041,24,18-25,136090,High Income,673,Good,5,0,166000,9.23,78.3,High Utilization,2,0,90,Strong,131,4252.12,5166.88,45.56,High DTI,1,0.67404082,67.4,High Risk
C07042,46,36-50,54181,Middle Income,699,Good,33,16,26600,8.4,62.89,Moderate Utilization,1,1,85,Strong,52,4186.7,1919.36,42.51,High DTI,1,0.542489644,54.25,Medium Risk
C07043,20,18-25,87302,Upper-Middle Income,544,Poor,39,11,115900,12.24,83.33,High Utilization,2,0,90,Strong,15,4025.3,3743.8,51.46,High DTI,0,0.778249623,77.82,High Risk
C07044,41,36-50,95053,Upper-Middle Income,511,Poor,36,2,76400,9.88,67.72,Moderate Utilization,10,3,20,Weak,75,9906.69,4480.16,56.56,High DTI,1,0.931426673,93.14,High Risk
C07045,55,51-65,114282,Upper-Middle Income,698,Good,35,16,144900,12.62,51.86,Moderate Utilization,8,0,60,Moderate,90,957.23,1013.3,10.64,Low DTI,0,0.26170546,26.17,Low Risk
C07046,75,66-75,73149,Middle Income,703,Good,35,1,30900,13.22,65.54,Moderate Utilization,2,0,90,Strong,68,7756.67,2209.71,36.25,Moderate DTI,1,0.514821957,51.48,Medium Risk
C07047,75,66-75,74382,Middle Income,694,Good,26,18,35300,10.67,40.75,Moderate Utilization,10,2,30,Weak,137,8250.1,370.67,5.98,Low DTI,0,0.31717363,31.72,Medium Risk
C07048,28,26-35,76192,Middle Income,604,Fair,36,15,108100,9.75,77.47,High Utilization,8,1,50,Weak,46,3449.27,2912.44,45.87,High DTI,0,0.807523483,80.75,High Risk
C07049,49,36-50,36027,Low Income,681,Good,25,16,8300,13.02,43.2,Moderate Utilization,8,1,50,Weak,36,3940.88,983.84,32.77,Moderate DTI,0,0.50492515,50.49,Medium Risk
C07050,41,36-50,96888,Upper-Middle Income,554,Poor,22,20,98600,8.39,89.8,High Utilization,4,2,60,Moderate,123,576.12,4435.86,54.94,High DTI,1,0.883750143,88.38,High Risk
C07051,23,18-25,31356,Low Income,657,Fair,31,13,41200,5.78,67.4,Moderate Utilization,1,1,85,Strong,147,4666.59,1415.2,54.16,High DTI,1,0.711246856,71.12,High Risk
C07052,24,18-25,44454,Low Income,713,Good,10,12,46700,14.6,58.92,Moderate Utilization,3,1,75,Moderate,134,8402.66,988.36,26.68,Moderate DTI,0,0.422457173,42.25,Medium Risk
C07053,38,36-50,143342,High Income,627,Fair,13,1,169000,10.92,41.44,Moderate Utilization,5,3,45,Weak,122,7379.42,4408.96,36.91,Moderate DTI,0,0.609708964,60.97,High Risk
C07054,49,36-50,56435,Middle Income,701,Good,15,19,36200,3.4,57.92,Moderate Utilization,0,0,100,Strong,135,4135.94,1699.63,36.14,Moderate DTI,0,0.397739595,39.77,Medium Risk
C07055,18,18-25,41236,Low Income,712,Good,22,14,48600,11.49,76.5,High Utilization,2,1,80,Strong,102,7482.95,594.49,17.3,Low DTI,0,0.388326561,38.83,Medium Risk
C07056,56,51-65,90916,Upper-Middle Income,754,Very Good,33,6,110400,8.15,27.89,Low Utilization,8,3,30,Weak,65,3578.68,723.54,9.55,Low DTI,0,0.245144395,24.51,Low Risk
C07057,74,66-75,108134,Upper-Middle Income,747,Very Good,13,11,36100,6.35,44.46,Moderate Utilization,7,2,45,Weak,29,6670.54,2471.76,27.43,Moderate DTI,0,0.455963415,45.6,Medium Risk
C07058,41,36-50,36008,Low Income,730,Good,40,17,38900,9.18,50.96,Moderate Utilization,1,1,85,Strong,107,1803.86,980.92,32.69,Moderate DTI,1,0.348489473,34.85,Medium Risk
C07059,25,18-25,84716,Upper-Middle Income,646,Fair,0,4,91100,13.06,58.64,Moderate Utilization,4,3,50,Weak,16,6753.47,3866.58,54.77,High DTI,1,0.810160755,81.02,High Risk
C07060,35,26-35,39037,Low Income,672,Good,19,1,38900,14.54,78.23,High Utilization,6,3,40,Weak,27,5777.77,1112.88,34.21,Moderate DTI,1,0.764587434,76.46,High Risk
C07061,20,18-25,126370,High Income,713,Good,24,15,185500,4.26,30.47,Moderate Utilization,6,2,50,Weak,66,716.08,5239.09,49.75,High DTI,1,0.544987216,54.5,Medium Risk
C07062,67,66-75,128712,High Income,731,Good,39,0,115700,14.26,25.48,Low Utilization,4,2,60,Moderate,48,9145.69,1863.11,17.37,Low DTI,0,0.222576222,22.26,Low Risk
C07063,30,26-35,33306,Low Income,515,Poor,22,16,28900,11.69,72.05,High Utilization,7,0,65,Moderate,134,9687.7,1598.97,57.61,High DTI,1,0.874706781,87.47,High Risk
C07064,40,36-50,84391,Upper-Middle Income,720,Good,2,4,100900,13.05,20.43,Low Utilization,7,2,45,Weak,97,1829.71,1340.41,19.06,Low DTI,0,0.2678388,26.78,Low Risk
C07065,64,51-65,90945,Upper-Middle Income,697,Good,15,10,125300,8.51,34.4,Moderate Utilization,6,2,50,Weak,11,5274.56,1349.78,17.81,Low DTI,1,0.310386092,31.04,Medium Risk
